,0,1,2,3
0,10053.752230487979,0.00536082809839146,"0.00,0.00,1.00,0.00,0.00","1.000,1.010,1.008,1.012,1.006"
1,10028.81524750767,-0.002483446981987754,"1.00,0.00,0.00,0.00,0.00","1.000,1.018,0.997,1.003,1.003"
2,10028.816250389194,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.023,1.021,1.008,1.001"
3,10143.435736785716,0.011364196720414738,"0.00,0.00,0.00,0.00,1.00","1.000,1.002,0.994,0.998,1.014"
4,10118.426529526807,-0.0024686003320604673,"1.00,0.00,0.00,0.00,0.00","1.000,1.011,1.008,1.010,1.009"
5,10118.427541369461,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
6,10118.428553212216,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
7,10082.694590800678,-0.0035378230633890066,"0.00,0.00,0.00,1.00,0.00","1.000,0.998,1.002,0.999,1.003"
8,10057.462833169748,-0.002505618034700026,"1.00,0.00,0.00,0.00,0.00","1.000,1.006,1.010,1.008,1.003"
9,10057.463838916032,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.005,1.007,1.007,1.006"
10,9987.035293061,-0.0070272482457714325,"0.00,0.00,0.00,0.00,1.00","1.000,1.002,1.007,0.999,0.995"
11,9961.955775626913,-0.0025143658203598115,"1.00,0.00,0.00,0.00,0.00","1.000,1.004,0.997,1.015,1.000"
12,9961.956771822492,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
13,9937.052876088612,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
14,9964.191205433746,0.0027273014747818706,"0.00,0.00,0.00,1.00,0.00","1.000,0.995,1.000,1.008,1.012"
15,9939.47282988965,-0.002483802802147525,"1.00,0.00,0.00,0.00,0.00","1.000,0.989,0.991,0.996,1.004"
16,10067.996798171656,0.012847775213026234,"0.00,1.00,0.00,0.00,0.00","1.000,1.015,1.011,1.009,1.005"
17,10188.529984786797,0.011900817004872902,"0.00,1.00,0.00,0.00,0.00","1.000,1.012,0.976,0.987,0.981"
18,10174.825794973161,-0.0013459659626593535,"0.00,0.00,1.00,0.00,0.00","1.000,0.992,1.004,0.996,0.993"
19,10149.481631119163,-0.0024939769369970543,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
20,10124.108941989527,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
21,10071.965711833727,-0.005163710959817325,"0.00,0.00,0.00,0.00,1.00","1.000,1.002,0.998,1.004,0.995"
22,10046.656446681685,-0.002516005152227665,"1.00,0.00,0.00,0.00,0.00","1.000,0.991,1.006,1.013,1.009"
23,10046.65745134733,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,0.978,0.998,1.004,1.047"
24,9921.164746083223,-0.012569658954405689,"0.00,0.00,0.00,0.00,1.00","1.000,1.010,1.004,0.993,0.990"
25,9905.860928007918,-0.0015437334238720733,"0.00,1.00,0.00,0.00,0.00","1.000,1.003,0.999,1.003,1.005"
26,9856.41856215757,-0.005003721259302992,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
27,9831.778503858137,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
28,9959.338310354558,0.01289079076232564,"0.00,0.00,0.00,0.00,1.00","1.000,0.991,1.005,1.006,1.015"
29,9934.820372263835,-0.002464839141474351,"1.00,0.00,0.00,0.00,0.00","1.000,1.014,0.996,0.998,1.008"
30,9777.715996249572,-0.015939876988152094,"0.00,1.00,0.00,0.00,0.00","1.000,0.987,1.004,0.997,1.006"
31,9502.428015071524,-0.02855857207144106,"0.00,0.00,1.00,0.00,0.00","1.000,0.972,0.977,0.985,0.964"
32,9483.683045109039,-0.001974598799478726,"0.00,1.00,0.00,0.00,0.00","1.000,1.003,1.011,1.006,1.014"
33,9483.61103971295,-7.592584979833278e-06,"0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
34,9483.611985703152,9.97499950626707e-08,"0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
35,9578.918780533386,0.009999468605354564,"0.00,0.00,0.00,0.00,1.00","1.000,1.004,1.018,1.018,1.015"
36,9555.327495995702,-0.002465871521740099,"1.00,0.00,0.00,0.00,0.00","1.000,0.994,1.008,1.007,1.011"
37,9555.328451528452,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.012,1.010,1.007,0.996"
38,9436.833873541105,-0.01247842278633641,"0.00,1.00,0.00,0.00,0.00","1.000,0.990,0.976,0.989,0.981"
39,9413.006814100429,-0.0025280926800291185,"1.00,0.00,0.00,0.00,0.00","1.000,0.994,0.998,1.003,0.998"
40,9389.47523836586,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
41,9342.528803468922,-0.00501244106978055,"0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
42,9278.614979513068,-0.006864677668467172,"0.00,0.00,0.00,0.00,1.00","1.000,0.993,1.009,1.007,0.998"
43,9255.376582381474,-0.0025076529501519913,"1.00,0.00,0.00,0.00,0.00","1.000,1.005,1.020,1.008,1.016"
44,9256.148590054969,8.340832716388957e-05,"0.00,1.00,0.00,0.00,0.00","1.000,1.003,0.992,0.991,1.001"
45,9233.068771262277,-0.0024965719564499153,"1.00,0.00,0.00,0.00,0.00","1.000,0.984,0.998,1.000,0.996"
46,9249.169862065492,0.0017423316726773623,"0.00,0.00,1.00,0.00,0.00","1.000,1.008,1.004,1.001,1.004"
47,9203.022653215381,-0.005001823498428129,"0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
48,9157.008462552325,-0.00501244106978055,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
49,9131.781504801254,-0.002758736230828995,"0.00,0.00,1.00,0.00,0.00","1.000,0.999,1.002,1.004,1.010"
50,9109.004103022702,-0.002497415857735745,"1.00,0.00,0.00,0.00,0.00","1.000,1.004,1.002,1.000,1.009"
51,9109.005013923113,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.014,1.010,1.000,1.003"
52,9109.005924823616,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.011,1.010,0.998,1.004"
53,9119.671552861852,0.0011702032984451064,"0.00,0.00,0.00,1.00,0.00","1.000,1.002,0.999,1.004,1.000"
54,9096.956673079952,-0.002493863438702575,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
55,9074.21519109292,-0.0025030299674969883,"0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000"
56,9028.84502482753,-0.00501244106978055,"0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
57,9006.273817407173,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00","1.000,0.990,0.995,0.991,0.988"
58,9006.274718034556,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,1.000,0.997,1.002,0.999"
59,9104.216019392505,0.01081607976309683,"0.00,0.00,0.00,1.00,0.00","1.000,1.003,1.011,1.013,0.996"
60,8910.514988378483,-0.02150556633480879,"0.00,0.00,0.00,0.00,1.00","1.000,1.013,0.999,0.999,0.984"
61,8910.146552878476,-4.134925061080468e-05,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
62,8910.147441665595,9.97499950626707e-08,"0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000"
63,9071.35442739273,0.017930794219695685,"0.00,0.00,0.00,0.00,1.00","1.000,1.011,1.010,1.016,1.018"
64,9049.079965929477,-0.0024584921309285684,"1.00,0.00,0.00,0.00,0.00","1.000,0.996,0.996,1.001,0.996"
65,9049.080870837473,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00","1.000,0.989,1.000,0.996,0.992"
66,8951.745080203256,-0.010814697011984505,"0.00,0.00,1.00,0.00,0.00","1.000,0.965,0.992,1.002,0.991"
67,8997.291158774182,0.005075055364783754,"0.00,0.00,0.00,0.00,1.00","1.000,1.008,0.997,0.993,1.010"
68,8952.530706018752,-0.004987296906929223,"0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
69,8907.76894997986,-0.00501244106978055,"0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000"
