,0,1,2,3
0,10000.001,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.009,0.998,0.995,1.006,0.986"
1,9999.435150842555,-5.6586511072507695e-05,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.997,0.990,0.989,0.974,1.002"
2,9747.216648681944,-0.02554683415813733,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,0.980,0.980,0.975,0.977,0.971"
3,9697.97841210124,-0.005064319659693451,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
4,9673.734438293322,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
5,9673.735405666766,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.020,1.007,1.009,1.022,1.012"
6,9673.736373040307,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.987,0.984,0.985,1.024,0.995"
7,9991.875120324456,0.032357651830992165,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,0.995,1.002,1.000,1.035,1.021"
8,10330.730040862905,0.03335067776831242,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.006,1.008,1.008,1.034,1.020"
9,10271.778778866912,-0.005722742157127848,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.001,0.979,0.993,0.994,1.002"
10,10271.634562901214,-1.4040117219219855e-05,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
11,10220.277419818072,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
12,10194.727750851338,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.005,1.003,1.008,0.988,0.985"
13,10194.728770324115,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.018,1.009,1.000,0.985"
14,10473.891363041064,0.027014824256708866,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.009,1.030,1.071,1.000,1.045"
15,10623.52054639116,0.014184838679452756,"0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.002,1.014,1.001,1.009,1.032"
16,10526.482469626666,-0.009176240551956878,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.990,0.991,0.996,0.983,0.985"
17,10473.740920966282,-0.005022961762750272,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
18,10447.557618656392,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
19,10447.558663412156,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.991,0.996,0.998,1.002,0.983"
20,10447.559708168023,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.004,1.000,1.023,1.002,1.022"
21,10500.890976909606,0.005091678116139827,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.010,1.003,0.998,1.008,1.005"
22,10286.502356915087,-0.020627523448130892,"0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.987,0.990,0.985,0.984,0.971"
23,10314.443587651238,0.0027126179491616395,"0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.010,0.999,1.007,1.008,1.002"
24,10263.070846109535,-0.0049931053080887345,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000"
25,10211.756520751838,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000"
26,10186.228153178548,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.002,0.997,0.999,0.995,0.996"
